"","nzreach","LENGTH","ORDER","CLIMATE","GEOLOGY","NET_POSN","DISTSEA","CATCHAREA"
"6176",12046326,616.69048,1,"CX","SS","LO",4396.173,303300
"6177",12046406,2610.3658,2,"CX","Al","LO",8575.067,2362500
"6178",12046412,1279.70563,5,"CX","HS","HO",2146.69,141911104
"6179",12046803,989.11688,1,"CX","HS","LO",30104.69,968400
"6180",12046837,536.98485,2,"CX","HS","LO",29250.13,1085400
"6181",12046882,259.70563,1,"CX","SS","LO",1695.807,592200
"6182",12047001,1655.51299,3,"CX","Al","MO",4121.026,12546000
"6183",12047017,1109.11688,1,"CX","HS","LO",31972.33,551700
"6184",12047025,1635.80736,1,"CX","HS","LO",32613.88,633600
"6185",12047040,536.98485,2,"CX","HS","LO",31702.33,1764900
"6186",12047054,854.55844,2,"CX","HS","LO",32292.04,1529100
"6187",12048315,1124.55844,1,"CX","VB","LO",1124.558,816682.69
"6188",12048317,1785.80736,2,"CX","Al","LO",10427.79,1839600
"6189",12048406,591.83766,3,"CX","Al","MO",12453.44,5284800
"6190",12048436,1709.11688,2,"CX","HS","LO",14162.56,2639700
"6191",12048448,1665.80736,1,"CX","HS","LO",5277.716,883800
"6192",12048488,404.55844,2,"CX","Al","LO",10832.35,906300
"6193",12048588,1283.9697,2,"CX","Al","LO",4895.878,4368600
"6194",12048590,2177.93939,1,"CX","Al","LO",13370.29,1104300
"6195",12048605,1126.69048,2,"CX","HS","LO",3339.777,6288300
"6196",12048606,584.55844,1,"CX","HS","LO",3924.335,448200
"6197",12048615,724.26407,2,"CX","SS","LO",724.2641,2095844.62
"6198",12048772,953.9697,1,"CX","HS","LO",2995.219,634500
"6199",12048869,1549.70563,1,"CX","HS","LO",6613.523,390600
"6200",12049025,1026.3961,3,"CX","HS","MO",7955.728,4356000
"6201",12049114,314.55844,4,"CX","HS","MO",7243.89,85293896
"6202",12049148,487.27922,4,"CX","HS","MO",7731.169,84629696
"6203",12049225,1531.24892,1,"CX","HS","LO",9972.123,1057500
"6204",12049261,1261.24892,2,"CX","Al","LO",2497.645,2570400
"6205",12049311,1632.79221,1,"CX","HS","LO",12338.59,944100
"6206",12049359,849.41125,1,"CX","HS","LO",10793.67,549900
"6207",12049491,602.13203,1,"CX","HS","LO",12194.62,468900
"6208",12049533,494.55844,2,"CX","Al","LO",1303.675,6147000
"6209",12049594,916.69048,4,"CX","Al","MO",3089.483,15759900
"6210",12049987,721.24892,5,"CX","Al","HO",1035.807,130339136
"6211",12050124,1181.54329,4,"CX","Al","MO",4423.158,72457200
"6212",12051116,1098.82251,1,"CX","Al","LO",4246.173,871200
"6213",12051984,2225.51299,4,"CX","Al","MO",2225.513,44348388
"6214",12052110,3003.38095,1,"CX","HS","LO",14826.46,2644200
"6215",12052474,319.70563,1,"CX","HS","LO",18642.71,264600
"6216",12052579,90,3,"CX","HS","MO",26502.03,4238100
"6217",12053131,1638.82251,1,"CX","HS","LO",18645.35,1237500
"6218",12053170,324.85281,1,"CX","HS","LO",16926.83,324900
"6219",12053223,1151.54329,1,"CX","HS","LO",3412.204,826200
"6220",12053305,411.83766,5,"CX","HS","HO",17962.63,136236576
"6221",12053306,531.83766,2,"CX","HS","LO",18494.47,3643200
"6222",12053316,686.98485,2,"CX","HS","LO",2260.66,3162600
"6223",12053446,1363.67532,5,"CX","HS","HO",6896.833,40316400
"6224",12053541,819.41125,2,"CX","HS","LO",20400.28,2981700
"6225",12053570,844.26407,1,"CX","Al","LO",5328.305,970200
"6226",12053965,536.98485,2,"CX","HS","LO",10918.81,2293200
"6227",12053997,727.27922,1,"CX","HS","LO",11441.24,435600
"6228",12054146,1683.38095,1,"CX","SS","LO",5690.437,591300
"6229",12054166,1269.41125,1,"CX","Al","LO",11438.74,1049400
"6230",12054266,337.27922,2,"CX","HS","LO",13213.37,3755700
"6231",12055231,784.26407,2,"CX","Al","LO",9649.919,3993300
"6232",12055250,826.69048,1,"CX","Al","LO",18856.24,420300
"6233",12055251,951.83766,3,"CX","HS","MO",18981.38,3104100
"6234",12055277,929.11688,2,"CX","HS","LO",18180.28,8022600
"6235",12055349,2170.66017,2,"CX","HS","LO",21961.01,2675700
"6236",12055361,1346.10173,1,"CX","Al","LO",19778.07,888300
"6237",12055385,881.54329,2,"CX","HS","LO",19862.93,1449000
"6238",12055393,1154.55844,1,"CX","HS","LO",16905.35,959400
"6239",12055401,899.11688,1,"CX","Al","LO",21629.03,473400
"6240",12055408,1228.23376,5,"CX","HS","HO",21705.72,262994496
"6241",12055454,2428.23376,1,"CX","SS","LO",28975.86,1107000
"6242",12055518,464.55844,1,"CX","Al","LO",25498.51,482400
"6243",12055524,1008.82251,2,"CX","SS","LO",27526.45,6448500
"6244",12055709,2057.93939,1,"CX","SS","LO",32691.44,1327500
"6245",12055785,264.85281,2,"CX","HS","LO",23816.23,2495700
"6246",12055938,1310.95454,1,"CX","HS","LO",27552.41,847800
"6247",12056369,1381.24892,1,"CX","HS","LO",24413.88,603000
"6248",12057796,187.27922,1,"CX","Al","LO",38553.72,503100
"6249",12057894,1568.52814,1,"CX","HS","LO",42925.04,1224000
"6250",13000134,989.11688,2,"CD","SS","LO",47625.84,8553600
"6251",13000260,1001.54329,5,"CD","SS","HO",44526.07,48614400
"6252",13000308,974.55844,3,"CW","HS","MO",243784.6,11604600
"6253",13000343,719.11688,3,"CW","HS","MO",242987,13977000
"6254",13000878,379.70563,2,"CD","HS","LO",29126.23,1665900
"6255",13000896,1071.83766,4,"CW","HS","MO",46407.91,19711800
"6256",13000932,1176.3961,6,"CW","HS","HO",29765.64,3061865472
"6257",13001080,1019.11688,2,"CD","HS","LO",234795.6,3349800
"6258",13001249,337.27922,4,"CW","HS","MO",228097.2,109747816
"6259",13001269,863.9697,2,"CW","HS","LO",55440.61,2856600
"6260",13001557,676.69048,3,"CW","HS","MO",225254.1,44182800
"6261",13001610,1176.3961,2,"CW","HS","LO",225753.9,2019600
"6262",13001709,1373.9697,4,"CW","HS","MO",63851.11,46835100
"6263",13001859,1293.38095,4,"CW","HS","MO",222115,129777320
"6264",13001911,212.13203,6,"CW","HS","HO",15841.31,3121831680
"6265",13002182,1281.83766,3,"CD","HS","MO",75013.83,7619400
"6266",13002485,1253.9697,3,"CD","HS","MO",217119.7,22551300
"6267",13002489,476.98485,4,"CW","HS","MO",71319.19,18218700
"6268",13002540,1619.11688,1,"CD","Al","LO",224487.1,670500
"6269",13002550,42.42641,2,"CD","Al","LO",222825.5,2058300
"6270",13002568,234.85281,6,"CW","HS","HO",80294.91,2586225920
"6271",13002660,2142.79221,4,"CW","HS","MO",10202.71,34087500
"6272",13002822,1448.52814,4,"CW","HS","MO",8901.169,59164200
"6273",13002903,314.55844,3,"CW","HS","MO",16064.1,11729700
"6274",13002927,779.11688,4,"CW","HS","MO",9680.286,58374900
"6275",13002957,1206.3961,1,"CW","SS","LO",13564.33,933300
"6276",13002973,644.55844,2,"WD","HS","LO",7421.392,1039500
"6277",13002984,1181.54329,2,"WD","HS","LO",6776.833,1749600
"6278",13003011,1206.3961,1,"CW","HS","LO",16955.94,684000
"6279",13003052,84.85281,3,"CD","Al","MO",229392.7,13664700
"6280",13003068,384.85281,1,"CW","HS","LO",16419.84,386100
"6281",13003208,60,5,"CW","HS","HO",218565.2,209932192
"6282",13003220,1503.38095,6,"CW","HS","HO",1503.381,3300665600
"6283",13003277,1723.67532,3,"CD","HS","MO",128326.8,12166200
"6284",13003306,614.55844,3,"CX","HS","MO",168863.1,39460500
"6285",13003342,362.13203,2,"CW","HS","LO",14885.58,2617200
"6286",13003379,132.42641,4,"CW","HS","MO",14655.87,46180800
"6287",13003382,1817.93939,3,"CD","HS","MO",127949.2,8210700
"6288",13003568,277.27922,3,"CX","HS","MO",167526.4,42738300
"6289",13003611,471.83766,4,"CD","HS","MO",126603.1,24964200
"6290",13003670,711.83766,3,"CD","HS","MO",225998.1,31051800
"6291",13003757,971.54329,4,"CW","HS","MO",226005.4,108215984
"6292",13003822,42.42641,2,"CD","HS","LO",135856.6,6397200
"6293",13003830,259.70563,2,"CD","HS","LO",134620.2,9270900
"6294",13003834,150,6,"CW","HS","HO",99892.64,2282654208
"6295",13003835,1466.10173,4,"CW","HS","MO",101208.7,47675700
"6296",13003844,1935.80736,3,"CW","HS","MO",230317.4,11104200
"6297",13003850,337.27922,4,"CD","HS","MO",125401.8,34886700
"6298",13003884,1026.3961,3,"CD","HS","MO",134040.8,14679900
"6299",13004068,212.13203,3,"CX","HS","MO",164886,50850000
"6300",13004070,1226.10173,4,"CD","HS","MO",132585,28104300
"6301",13004188,259.70563,4,"CW","HS","MO",228381.6,18418500
"6302",13004301,706.69048,4,"CW","HS","MO",228702.7,98606680
"6303",13004303,812.13203,4,"CD","HS","MO",131214,44855100
"6304",13004448,796.69048,3,"CW","HS","MO",96660.8,22589100
"6305",13004565,706.69048,3,"CW","HS","MO",706.6905,8796464
"6306",13004616,1199.11688,3,"CX","HS","MO",227691.6,39677400
"6307",13004850,289.70563,4,"CX","HS","MO",160871.7,84775504
"6308",13004873,934.26407,2,"CW","HS","LO",14885.58,2535300
"6309",13004889,446.98485,4,"CD","HS","MO",119395.6,53456400
"6310",13004942,704.55844,3,"CW","HS","MO",232397.4,36560700
"6311",13004994,157.27922,4,"CW","HS","MO",231850.1,54412200
"6312",13005122,1438.23376,5,"CD","HS","HO",199030.1,74801696
"6313",13005315,536.98485,3,"CW","HS","MO",111681.5,11101500
"6314",13005344,132.42641,2,"CW","HS","LO",277.2792,4542300
"6315",13005378,144.85281,2,"CW","HS","LO",144.8528,5019538.5
"6316",13005515,1683.38095,1,"CW","SS","LO",13275.87,1211400
"6317",13005554,337.27922,3,"CD","HS","MO",187120.4,11594700
"6318",13005590,1406.10173,1,"CD","HS","LO",185167,991800
"6319",13005679,2722.20346,2,"CW","HS","LO",222571.1,2600100
"6320",13005691,639.41125,4,"CW","HS","MO",220645.6,27190800
"6321",13005735,349.70563,4,"CW","SS","MO",964.2641,14583600
"6322",13005764,379.70563,4,"CD","HS","MO",193898.1,50933700
"6323",13005778,1001.54329,4,"CD","HS","MO",184762.5,39425400
"6324",13005883,289.70563,4,"CW","SS","MO",289.7056,15913213
"6325",13005927,1580.95454,3,"CW","SS","MO",1580.955,8445076
"6326",13006067,1163.9697,2,"CW","SS","LO",1163.97,4397171
"6327",13006269,1026.3961,3,"CW","HS","MO",218537.1,7284600
"6328",13006650,798.82251,6,"CW","HS","HO",134553.3,1887323648
"6329",13006718,1248.82251,4,"CW","HS","MO",6641.392,47172600
"6330",13006727,2547.35065,1,"CD","HS","LO",211152.3,1698300
"6331",13006826,294.85281,3,"CW","HS","MO",215077.3,9218700
"6332",13006924,392.13203,2,"CW","HS","LO",121676.8,1912500
"6333",13007079,1196.10173,5,"CW","SS","HO",3026.468,129500064
"6334",13007178,1073.9697,3,"CW","HS","MO",214083,12242700
"6335",13007357,284.55844,5,"CW","HS","HO",212232.1,173544304
"6336",13007403,973.67532,2,"CW","HS","LO",212921.2,2734200
"6337",13007421,379.70563,3,"CW","HS","MO",132959.9,4119300
"6338",13007487,1321.24892,2,"CW","HS","LO",133901.5,1723500
"6339",13007569,918.82251,3,"CW","HS","MO",132665.9,10188900
"6340",13007583,416.98485,1,"CD","HS","LO",188314.9,404100
"6341",13007627,1518.82251,3,"CW","HS","MO",143135.7,10877400
"6342",13007650,704.55844,2,"CW","HS","LO",188644.9,2542500
"6343",13007654,574.26407,3,"CW","HS","MO",139507.1,6516000
"6344",13007682,1550.95454,4,"CD","HS","MO",183059.9,28168200
"6345",13007727,549.41125,3,"CW","HS","MO",210041.7,32784300
"6346",13007785,669.41125,2,"CW","HS","LO",8130.214,3146400
"6347",13007879,1607.93939,1,"CD","HS","LO",180886.2,1228500
"6348",13007947,1223.9697,2,"CW","HS","LO",144359.7,2477700
"6349",13007981,1897.64502,4,"CW","HS","MO",12745.8,61423200
"6350",13008097,801.83766,3,"CW","Al","MO",801.8376,12012453
