"","nzreach","LENGTH","ORDER","CLIMATE","GEOLOGY","NET_POSN","DISTSEA","CATCHAREA"
"1473",3000420,956.98485,2,"WW","VA","LO",2030.954,1592100
"1474",3000421,1730.95454,1,"WW","VA","LO",2804.924,1275300
"1475",3000423,252.42641,3,"WW","VA","MO",3002.498,3599100
"1476",3000426,621.83766,2,"WW","VA","LO",3371.909,1603800
"1477",3000522,891.83766,3,"WW","VA","MO",1983.381,6743700
"1478",3000538,1019.11688,3,"WW","VA","MO",1091.543,7956900
"1479",3000570,589.70563,2,"WW","VA","LO",6704.406,4053600
"1480",3000662,367.27922,4,"WW","VA","MO",4201.615,15772500
"1481",3000870,1181.54329,1,"WW","VA","LO",4366.173,607500
"1482",3000876,1556.10173,1,"WW","VA","LO",4568.011,698400
"1483",3000917,487.27922,2,"WW","HS","LO",2817.351,1788300
"1484",3000934,664.26407,2,"WW","VA","LO",3481.615,768600
"1485",3000952,1441.24892,3,"WW","VA","MO",1900.66,8717400
"1486",3000980,1116.3961,2,"WW","VA","LO",7416.244,1358100
"1487",3000982,379.70563,3,"WW","VA","MO",5895.29,7995600
"1488",3000991,801.83766,1,"WW","VA","LO",6697.127,412200
"1489",3000995,84.85281,4,"WW","VA","MO",459.4113,15318000
"1490",3001048,1425.80736,4,"WW","VA","MO",3034.63,31163400
"1491",3001191,349.70563,3,"WW","VA","MO",5898.671,8801100
"1492",3001203,656.98485,3,"WW","VA","MO",6555.656,8417700
"1493",3001282,72.42641,3,"WW","VA","MO",7944.184,2359800
"1494",3001353,724.26407,3,"WW","VA","MO",6519.26,12547800
"1495",3001402,2843.08658,2,"WW","VA","LO",3572.498,1945800
"1496",3001462,1823.9697,2,"WW","Al","LO",1823.97,2485428.5
"1497",3001477,1338.82251,2,"WW","VA","LO",1338.823,2506491
"1498",3001489,2123.08658,2,"WW","VA","LO",2123.087,2722206
"1499",3001564,826.69048,2,"WW","VA","LO",826.6905,3262861.75
"1500",3001596,689.11688,1,"WW","VA","LO",2102.498,891000
"1501",3001608,674.55844,2,"WW","VA","LO",1501.249,2221200
"1502",3001673,1455.80736,5,"WW","VA","HO",5497.128,71505000
"1503",3002156,1041.83766,4,"WW","VA","MO",8138.743,30802500
"1504",3002216,764.55844,4,"WW","VA","MO",9699.992,27234000
"1505",3002301,1538.52814,1,"WW","VA","LO",9896.684,635400
"1506",3002446,1296.3961,1,"WW","VA","LO",16628.96,998100
"1507",3002468,1036.69048,1,"WW","VA","LO",10935.5,739800
"1508",3002469,1727.93939,4,"WW","VA","MO",8083.523,31540500
"1509",3002471,1763.9697,1,"WW","VA","LO",11364.55,909000
"1510",3002484,422.13203,1,"WW","VA","LO",9524.256,348300
"1511",3002517,1128.82251,2,"WW","VA","LO",16326.83,3704400
"1512",3002528,127.27922,3,"WW","VA","MO",9727.859,16818300
"1513",3002540,986.98485,1,"WW","VA","LO",10714.85,695700
"1514",3002543,264.85281,1,"WW","VA","LO",10320.95,328500
"1515",3002544,397.27922,1,"WW","VA","LO",9817.493,477900
"1516",3002564,1218.82251,2,"WW","VA","LO",12643.74,12631500
"1517",3002575,671.54329,4,"WW","VA","MO",10966.02,25591500
"1518",3002583,127.27922,4,"WW","VA","MO",10294.48,26420400
"1519",3002588,1041.83766,1,"WW","VA","LO",11336.32,765000
"1520",3002598,2825.51299,1,"WW","VA","LO",12026.32,2019600
"1521",3002672,379.70563,3,"WW","HS","MO",379.7056,14063957
"1522",3002684,3824.04112,3,"WW","HS","MO",4203.747,10429123
"1523",3002713,662.13203,1,"WW","VA","LO",11894.25,643500
"1524",3002753,397.27922,3,"WW","VA","MO",14300.13,22412700
"1525",3002756,866.98485,4,"WW","VA","MO",866.9849,26307298
"1526",3002965,986.98485,1,"WW","VA","LO",3786.762,673200
"1527",3002999,1188.82251,3,"WW","VA","MO",2612.498,8433900
"1528",3003018,664.26407,2,"WW","VA","LO",3464.041,2142000
"1529",3003039,234.85281,2,"WW","VA","LO",2847.351,4903200
"1530",3003056,2355.80736,2,"WW","VA","LO",5335.584,3428100
"1531",3003062,784.26407,1,"WW","VA","LO",3631.615,569700
"1532",3003065,1206.3961,1,"WW","VA","LO",4186.173,816300
"1533",3003078,416.98485,2,"WW","VA","LO",19372.63,4294800
"1534",3003124,1061.54329,1,"WW","HS","LO",84319.04,1028357.19
"1535",3003143,2193.38095,1,"WW","VA","LO",2193.381,1500113.88
"1536",3003154,959.11688,3,"WW","VA","MO",2605.219,8172000
"1537",3003159,1296.3961,3,"WW","VA","MO",1646.102,9551700
"1538",3003238,487.27922,2,"WW","HS","LO",102754.2,4394811
"1539",3003262,692.13203,1,"WW","HS","LO",82335.66,434598.41
"1540",3003275,916.69048,3,"WW","HS","MO",916.6905,4336206.5
"1541",3003286,656.98485,1,"CX","VA","LO",31074.83,598500
"1542",3003294,831.83766,1,"CX","VA","LO",27684.46,1054800
"1543",3003302,896.98485,2,"WW","HS","LO",102844.2,1424700
"1544",3003304,404.55844,3,"WW","HS","MO",2822.498,2715300
"1545",3003322,1079.11688,3,"WW","HS","MO",101947.3,6871611
"1546",3003347,217.27922,2,"WW","HS","LO",81643.54,5466296.5
"1547",3003360,602.13203,2,"WW","HS","LO",81426.27,6509396.5
"1548",3003367,282.42641,2,"WW","HS","LO",80377.14,6677214
"1549",3003378,964.26407,2,"WW","HS","LO",80794.13,7619096.5
"1550",3003381,319.70563,1,"WW","HS","LO",80414.42,286760.25
"1551",3003384,574.26407,3,"WW","VA","MO",574.2641,3738600
"1552",3003389,632.13203,1,"WW","VA","LO",1206.396,451800
"1553",3003405,1006.69048,2,"WW","VA","LO",1006.69,3771556.25
"1554",3003406,374.55844,3,"WW","HS","MO",79829.87,14753170
"1555",3003435,319.70563,3,"WW","HS","MO",99999.04,8938911
"1556",3003437,856.69048,3,"WW","HS","MO",99679.34,9711111
"1557",3003452,294.85281,1,"WW","HS","LO",78651.34,331200
"1558",3003453,676.69048,2,"WW","VA","LO",1683.381,2295900
"1559",3003455,1109.11688,1,"WW","VA","LO",2115.807,770400
"1560",3003490,2570.07143,1,"WW","HS","LO",80968.98,2028600
"1561",3003511,686.98485,1,"WW","HS","LO",78281.05,814978.19
"1562",3003517,714.85281,2,"WW","VA","LO",25336.45,1464300
"1563",3003520,2914.62987,4,"WW","VA","MO",7537.493,23212800
"1564",3003533,959.11688,3,"WW","VA","MO",3814.63,5335200
"1565",3003564,789.41125,3,"WW","VA","MO",2855.513,6487200
"1566",3003579,984.85281,1,"WW","HS","LO",77699.5,326464.72
"1567",3003591,212.13203,3,"WW","HS","MO",96535.01,15824810
"1568",3003601,664.26407,3,"WW","HS","MO",96033.16,16942610
"1569",3003603,689.11688,2,"WW","HS","LO",95845.88,5139900
"1570",3003610,522.42641,3,"WW","HS","MO",77164.65,19446516
"1571",3003614,1229.11688,3,"WW","HS","MO",95011.91,24030110
"1572",3003624,114.85281,1,"WW","HS","LO",77269.2,255600
"1573",3003631,504.85281,1,"WW","HS","LO",77659.2,441000
"1574",3003645,1096.69048,2,"WW","VA","LO",2949.777,1686600
"1575",3003647,1153.67532,1,"WW","VA","LO",4103.452,728100
"1576",3003649,1130.95454,3,"WW","VA","MO",22867.92,5769000
"1577",3003660,469.70563,2,"WW","VA","LO",3074.924,1408500
"1578",3003686,314.55844,3,"WW","HS","MO",77011.63,2060100
"1579",3003694,948.82251,2,"WW","VA","LO",2801.909,1160100
"1580",3003695,616.69048,1,"WW","VA","LO",3221.909,423900
"1581",3003705,174.85281,2,"WW","VA","LO",2605.219,1866600
"1582",3003713,446.98485,5,"WW","VA","HO",8701.464,150462976
"1583",3003724,729.41125,2,"WW","VA","LO",2430.366,2875500
"1584",3003744,272.13203,5,"WW","VA","HO",8254.479,151011968
"1585",3003769,1061.54329,3,"WW","VA","MO",3601.615,5585400
"1586",3003772,1043.9697,2,"WW","HS","LO",94351.91,1443600
"1587",3003797,814.26407,3,"WW","VA","MO",5806.539,9795600
"1588",3003798,646.69048,2,"WW","HS","LO",93051.25,1371600
"1589",3003800,1713.38095,3,"WW","HS","MO",1713.381,16676612
"1590",3003812,776.98485,1,"WW","VA","LO",5769.26,693000
"1591",3003838,1271.54329,2,"WW","VA","LO",5798.011,1402200
"1592",3003843,536.98485,2,"WW","VA","LO",4526.468,2109600
"1593",3003849,761.54329,3,"WW","VA","MO",20723,13169700
"1594",3003865,300,3,"WW","VA","MO",3901.615,3439800
"1595",3003874,1126.69048,2,"WW","VA","LO",4728.305,1418400
"1596",3003876,679.70563,2,"WW","VA","LO",4541.026,1458000
"1597",3003881,994.26407,1,"WW","HS","LO",93026.4,800100
"1598",3003897,174.85281,2,"CW","VA","LO",5452.569,3559500
"1599",3003903,1103.9697,2,"WW","HS","LO",73374.87,2925000
"1600",3003925,2819.48268,2,"WW","VA","LO",10656.09,2685600
"1601",3003926,2060.95454,3,"WW","VA","MO",7867.494,8394300
"1602",3003929,2400.3658,3,"WW","HS","MO",7023.229,11862900
"1603",3003945,1021.24892,1,"WW","VA","LO",5307.716,936900
"1604",3003952,572.13203,1,"WW","VA","LO",5000.437,460800
"1605",3003965,566.98485,1,"WW","VA","LO",4973.452,388800
"1606",3003978,277.27922,1,"WW","HS","LO",90918.76,272700
"1607",3003989,572.13203,4,"WW","HS","MO",72843.03,29330582
"1608",3003993,504.85281,3,"WW","HS","MO",90641.48,34574512
"1609",3003998,519.41125,3,"WW","VA","MO",2992.204,11573100
"1610",3004023,909.41125,2,"WW","VA","LO",8776.904,2076300
"1611",3004032,773.9697,2,"WW","HS","LO",72690.02,2632500
"1612",3004035,2405.51299,2,"WW","VA","LO",10430.29,3529800
"1613",3004045,679.70563,1,"WW","HS","LO",90671.48,438300
"1614",3004073,434.55844,2,"WW","VA","LO",16137.41,5868000
"1615",3004096,1556.10173,3,"WW","VA","MO",1556.102,15396544
"1616",3004102,1850.95454,3,"WW","HS","MO",4825.584,7710300
"1617",3004109,724.26407,2,"WW","VA","LO",15642.85,7048800
"1618",3004115,222.42641,1,"WW","HS","LO",91190.89,305100
"1619",3004121,909.41125,1,"WW","VA","LO",10076.32,669600
"1620",3004124,719.11688,1,"WW","HS","LO",91687.58,540000
"1621",3004143,1605.80736,2,"WW","HS","LO",6431.392,3333600
"1622",3004152,319.70563,2,"WW","VA","LO",2889.777,2660400
"1623",3004169,1978.23376,1,"WW","HS","LO",90569.05,1640700
"1624",3004180,711.83766,2,"WW","VA","LO",1613.087,1438200
"1625",3004207,1163.9697,3,"WW","HS","MO",88216.25,41903208
"1626",3004228,1259.11688,3,"WW","VA","MO",2570.071,4173300
"1627",3004234,174.85281,2,"WW","VA","LO",14206.75,8806500
"1628",3004242,409.70563,3,"WW","VA","MO",1310.955,4654800
"1629",3004244,901.24892,3,"WW","VA","MO",901.2489,6531201.5
"1630",3004250,674.55844,2,"WW","VA","LO",14031.9,9577800
"1631",3004302,132.42641,2,"WW","VA","LO",13357.34,9938700
"1632",3004306,921.83766,2,"WW","VA","LO",13224.92,10727100
"1633",3004307,294.85281,1,"WW","VA","LO",13611.9,376200
"1634",3004310,559.70563,1,"WW","Al","LO",559.7056,384037.38
"1635",3004329,552.42641,4,"WW","VA","MO",13869.47,86999424
"1636",3004342,544.26407,4,"WW","HS","MO",67885.02,44325268
"1637",3004380,579.41125,2,"WW","VA","LO",2840.072,3204900
"1638",3004455,1928.52814,2,"WW","VA","LO",2260.66,4623300
"1639",3004512,2333.08658,4,"WW","VA","MO",22317.26,23736600
"1640",3004568,1076.10173,5,"WW","VA","HO",5350.143,47705400
"1641",3004618,796.69048,4,"WW","VA","MO",8065.067,115198240
"1642",3004639,2222.49783,5,"WW","VA","HO",7572.641,46953900
"1643",3004641,549.41125,4,"WW","VA","MO",7268.376,118039536
"1644",3004687,30,3,"CW","VA","MO",24283.07,5869800
"1645",3004745,796.69048,3,"WW","VA","MO",17768.96,12935700
"1646",3004762,464.55844,1,"WW","VA","LO",18620.5,378000
"1647",3004769,247.27922,1,"WW","VA","LO",18016.23,243900
"1648",3004822,724.26407,2,"WW","VA","LO",6311.392,1978200
"1649",3004927,1768.23376,4,"WW","VA","MO",12577.34,16313400
"1650",3004957,814.26407,4,"WW","HS","MO",60081.77,63381456
"1651",3005034,2462.49783,3,"WW","VA","MO",9868.449,24628500
"1652",3005041,1770.3658,2,"WW","VA","LO",2259.777,7241400
"1653",3005055,494.55844,1,"WW","VA","LO",24209.91,353700
"1654",3005075,844.26407,1,"WW","VA","LO",1333.675,552600
"1655",3005112,531.83766,1,"WW","VA","LO",23885.06,504000
"1656",3005180,514.26407,1,"WW","VA","LO",23380.21,427500
"1657",3005184,3806.46753,2,"WW","VA","LO",10228.45,6345900
"1658",3005208,1059.41125,1,"WW","VA","LO",11287.86,684900
"1659",3005212,1798.23376,3,"WW","VA","MO",15348.89,4772700
"1660",3005253,946.69048,1,"WW","VA","LO",22538.96,586800
"1661",3005255,941.54329,1,"WW","VA","LO",941.5433,895500
"1662",3005290,1256.10173,3,"WW","HS","MO",53013.11,24404116
"1663",3005292,187.27922,2,"WW","VA","LO",39551.73,2951031.5
"1664",3005437,1678.23376,3,"WW","VA","MO",12963.96,6643800
"1665",3005452,554.55844,1,"WW","VA","LO",16418.96,711000
"1666",3005467,1351.24892,2,"WW","VA","LO",2068.234,5681700
"1667",3005536,1316.10173,3,"WW","VA","MO",38940.18,9290398
"1668",3005550,2123.08658,1,"WW","SS","LO",41895.11,1342800
"1669",3005604,344.55844,2,"WW","VA","LO",2780.071,4357800
"1670",3005643,1116.3961,2,"WW","VA","LO",3896.468,3572100
"1671",3005724,1001.54329,4,"WW","VA","MO",36719.82,22805012
"1672",3005763,2135.51299,4,"WW","HS","MO",67458.1,93171680
"1673",3005776,132.42641,3,"WW","SS","MO",38645.33,6706471
"1674",3005934,1043.9697,3,"WW","VA","MO",37608.64,9464071
"1675",3005974,994.26407,4,"WW","VA","MO",15885.14,33756300
"1676",3006148,3221.90909,2,"WW","VA","LO",22433.15,2969100
"1677",3006191,2744.92424,3,"WX","VA","MO",9043.007,12132900
"1678",3006209,1763.08658,5,"WW","HS","HO",59977.58,199328512
"1679",3006239,1533.38095,3,"WW","VA","MO",35437.98,13124371
"1680",3006253,422.13203,5,"WW","HS","HO",62914.94,195553008
"1681",3006254,294.85281,2,"WW","SS","LO",63209.79,993600
"1682",3006346,1623.38095,4,"WW","VA","MO",31559.1,46429676
"1683",3006441,342.42641,2,"WD","SS","LO",59091.78,1742400
"1684",3006461,187.27922,1,"WW","M","LO",63700.08,262800
"1685",3006471,482.13203,1,"WW","VA","LO",27082.33,422100
"1686",3006500,1001.54329,5,"WW","HS","HO",58214.5,205560112
"1687",3006501,534.85281,3,"WD","M","MO",58749.35,5690700
"1688",3006514,404.55844,1,"WD","SS","LO",63470.38,387900
"1689",3006517,899.11688,3,"WD","M","MO",59648.46,3733200
"1690",3006536,229.70563,3,"WW","M","MO",63295.52,11527200
"1691",3006548,489.41125,1,"WW","VA","LO",20424.91,355500
"1692",3006571,332.13203,3,"WW","VA","MO",19543.37,11655900
"1693",3006576,392.13203,3,"WW","VA","MO",19935.5,11160000
"1694",3006593,559.70563,3,"WW","VA","MO",20495.21,10668600
"1695",3006600,1700.95454,4,"WX","VA","MO",8446.022,24090300
"1696",3006699,1191.83766,5,"WW","HS","HO",41510.62,181946880
"1697",3006705,621.83766,5,"WW","HS","HO",42132.45,180720176
"1698",3006771,476.98485,5,"WW","HS","HO",42609.45,179289168
"1699",3006780,1063.67532,1,"WW","VA","LO",9612.124,630000
"1700",3006798,1913.08658,1,"WW","Al","LO",21604.03,1206000
"1701",3006805,404.55844,7,"WW","VA","HO",40276.36,14031979520
"1702",3006890,1106.10173,4,"WW","HS","MO",61419.71,36301500
"1703",3006904,476.98485,2,"WD","SS","LO",61956.7,3488400
"1704",3006923,102.42641,3,"WX","VA","MO",8548.448,7469100
"1705",3006933,621.83766,3,"WX","VA","MO",9170.286,6824700
"1706",3006937,1361.54329,7,"WW","VA","HO",20047.92,14213812224
"1707",3006995,1853.9697,2,"WD","HS","LO",63810.67,2034900
"1708",3007005,1004.55844,2,"WW","Al","LO",19690.94,1605600
"1709",3007013,349.70563,1,"WW","Al","LO",20040.64,311400
"1710",3007044,222.42641,4,"WW","HS","MO",60313.61,36797400
"1711",3007058,174.85281,1,"WD","SS","LO",63400.96,251100
"1712",3007064,634.26407,3,"WX","VA","MO",8246.315,26367300
"1713",3007068,2808.82251,2,"WD","HS","LO",65383.1,2209500
"1714",3007103,1861.24892,1,"WD","HS","LO",65317.07,865800
"1715",3007122,994.26407,1,"WW","HS","LO",10920.58,620100
"1716",3007130,624.85281,2,"WD","SS","LO",43433.12,2555100
"1717",3007138,356.98485,5,"WW","HS","HO",50120.32,318335776
"1718",3007139,1710.3658,5,"WW","HS","HO",51830.69,281008128
"1719",3007195,549.41125,7,"WW","VA","HO",43739.51,13844795392
"1720",3007196,1458.82251,5,"WW","HS","HO",49763.33,323545856
"1721",3007212,724.26407,1,"WW","Al","LO",18578.44,1036800
"1722",3007213,506.98485,1,"WW","HS","LO",11132.71,597600
"1723",3007267,1801.24892,3,"WW","Al","MO",17854.17,13792608
"1724",3007279,272.13203,7,"WW","VA","HO",44011.64,13833287680
"1725",3007283,1695.80736,2,"WW","VA","LO",30134.32,1909800
"1726",3007332,114.85281,1,"WW","Al","LO",18079.98,238500
"1727",3007368,1433.9697,7,"CW","VA","HO",45602.89,13032527872
"1728",3007369,337.27922,6,"WW","HS","HO",44506.2,799688256
"1729",3007396,1565.51299,6,"WW","HS","HO",46071.71,798340288
"1730",3007418,496.69048,7,"WW","VA","HO",17668.14,14236215296
"1731",3007445,174.85281,1,"WW","Al","LO",17346.31,241200
"1732",3007477,1151.54329,5,"WW","HS","HO",48304.51,324721312
"1733",3007505,779.11688,7,"WW","VA","HO",17001.75,14237794304
"1734",3007556,416.98485,6,"WW","HS","HO",46488.7,797413184
"1735",3007565,199.70563,1,"WD","Al","LO",46271.42,307800
"1736",3007584,411.83766,5,"WX","VA","HO",27963.66,68186704
"1737",3007615,724.26407,1,"WD","Al","LO",47212.96,564300
"1738",3007650,967.27922,7,"CW","VA","HO",46570.18,13030448128
"1739",3007666,3060.3658,5,"WW","VA","HO",25853,77833792
"1740",3007745,1771.24892,1,"WW","SS","LO",21825.72,1077300
"1741",3007842,1218.82251,2,"WW","VA","LO",18366.31,2155500
"1742",3007876,330,6,"WW","HS","HO",48332.38,468590528
"1743",3007882,499.70563,7,"CW","VA","HO",47069.88,13029816320
"1744",3007911,921.83766,3,"WW","SS","MO",15513.81,11331000
"1745",3007933,3106.17316,4,"WD","M","MO",21281.82,92648688
"1746",3007958,324.85281,6,"WW","HS","HO",48657.23,468095520
"1747",3007980,1393.67532,3,"WW","SS","MO",16907.48,7120800
"1748",3008004,1730.07143,6,"WW","HS","HO",50387.3,464466752
"1749",3008006,312.42641,2,"WW","VA","LO",34387.77,8882100
"1750",3008040,591.83766,2,"WW","VA","LO",35184.46,8191800
"1751",3008113,701.54329,2,"WW","VA","LO",36819.02,1587600
"1752",3008212,289.70563,1,"WD","SS","LO",49439.36,357300
"1753",3008250,901.24892,6,"WW","HS","HO",52450.39,451756928
"1754",3008300,234.85281,3,"WD","VA","MO",49723.92,7252200
"1755",3008304,967.27922,2,"WW","VA","LO",36510.49,3659400
"1756",3008313,1301.54329,6,"WW","HS","HO",53751.93,421917376
"1757",3008315,847.27922,3,"WW","VA","MO",33404.68,10270800
"1758",3008319,1016.10173,7,"CW","VA","HO",50505.17,12997175296
"1759",3008339,337.27922,6,"WW","VA","HO",32894.68,1591635072
"1760",3008359,1743.38095,3,"WD","VA","MO",54193.77,29155500
"1761",3008392,2433.38095,4,"WD","M","MO",23715.2,81381592
"1762",3008443,289.70563,2,"WD","Al","LO",50879.73,1566000
"1763",3008470,1736.10173,1,"CX","VA","LO",80000.73,1371600
"1764",3008506,1299.41125,7,"CW","VA","HO",52313.7,12961116160
"1765",3008593,889.70563,6,"WW","HS","HO",58058.98,412404416
"1766",3008630,1061.54329,5,"WW","HS","HO",59917.21,137832352
"1767",3008641,1599.41125,5,"WW","HS","HO",60455.08,261077408
"1768",3008774,199.70563,2,"WX","VA","LO",78264.63,1658700
"1769",3008818,3896.46753,3,"WW","VA","MO",39443.94,26765100
"1770",3008828,1925.51299,1,"WD","VA","LO",57580.23,1315800
"1771",3008980,1361.54329,6,"WW","VA","HO",37371.45,1547514240
"1772",3009055,1223.9697,3,"WX","VA","MO",77118.23,4869900
"1773",3009064,1938.82251,2,"WW","VA","LO",86534.56,2566800
"1774",3009098,2003.08658,1,"WD","VA","LO",55472.22,1198800
"1775",3009169,1905.80736,3,"WX","VA","MO",84955.73,6580800
"1776",3009244,686.98485,5,"WW","VA","HO",38058.43,347474528
"1777",3009581,1688.52814,3,"WW","SS","MO",5353.158,6826500
"1778",3009601,1248.82251,4,"WW","VA","MO",81016.84,26064900
"1779",3009618,264.85281,3,"WX","VA","MO",72962.06,18306000
"1780",3009640,3013.67532,5,"WW","SS","HO",60077.51,212605200
"1781",3009749,2010.3658,2,"WD","VA","LO",61788.76,3220200
"1782",3009764,1061.54329,3,"WW","VA","MO",80757.12,4239934.5
"1783",3009853,1863.38095,1,"WD","Al","LO",60266.04,1282500
"1784",3009897,3911.02597,2,"WX","VA","LO",72774.78,6361200
"1785",3009901,1418.52814,1,"WD","VA","LO",74574.87,702000
"1786",3009953,374.55844,5,"WW","VA","HO",77939.77,46063588
"1787",3009973,976.69048,2,"WW","VA","LO",74313.31,2299500
"1788",3010002,1496.10173,5,"WW","VA","HO",77565.22,47943692
"1789",3010017,584.55844,1,"WD","VA","LO",72660.91,676800
"1790",3010025,1128.82251,5,"WW","VA","HO",49152.62,306131200
"1791",3010056,626.98485,5,"WW","VA","HO",50111.73,296413920
"1792",3010071,120,5,"WW","HS","HO",66726.2,210467632
"1793",3010083,3498.82251,3,"WD","SS","MO",33890.56,41353200
"1794",3010098,399.41125,2,"WW","VA","LO",69462.88,876600
"1795",3010099,174.85281,4,"WD","VA","MO",66901.05,41237100
"1796",3010100,1218.82251,5,"WW","HS","HO",67945.02,169226928
"1797",3010182,192.42641,1,"WW","VA","LO",73251.77,326700
"1798",3010208,536.98485,5,"WW","VA","HO",76069.12,48499888
"1799",3010217,531.83766,5,"WW","VA","HO",74013.31,70049456
"1800",3010288,234.85281,5,"WW","VA","HO",75532.14,48949888
"1801",3010319,524.55844,3,"WW","SS","MO",5447.422,9279000
"1802",3010331,939.41125,3,"WW","VA","MO",76236.7,19459774
"1803",3010340,1283.9697,5,"WW","VA","HO",75297.29,69603064
"1804",3010343,284.55844,7,"CW","VA","HO",61247.88,12711126016
"1805",3010383,1988.52814,6,"WW","SS","HO",63236.41,346862528
"1806",3010384,1173.38095,7,"CW","VA","HO",62421.25,12363832320
"1807",3010468,1623.38095,2,"WW","VA","LO",77944.92,7678652.5
"1808",3010516,1284.85281,7,"CW","VA","HO",63706.11,12362037248
"1809",3010517,1973.9697,7,"CW","VA","HO",65680.09,12358936576
"1810",3010607,234.85281,3,"WD","Al","MO",65914.95,12909600
"1811",3010709,863.9697,1,"WW","SS","LO",64108.54,657900
"1812",3010710,409.70563,6,"WW","SS","HO",63646.11,343824960
"1813",3010714,272.13203,5,"WW","VA","HO",55935.84,282451392
"1814",3010847,869.11688,6,"WW","SS","HO",65082.21,317618080
"1815",3010950,918.82251,3,"WW","SS","MO",2787.351,14733900
"1816",3011032,789.41125,3,"WW","SS","MO",1868.528,16533000
"1817",3011194,1278.82251,1,"WW","VA","LO",79434.64,807300
"1818",3011231,1713.38095,2,"WD","M","LO",40725.62,4989600
"1819",3011240,2006.10173,5,"WW","SS","HO",40284.3,539037504
"1820",3011336,2274.85281,7,"CW","VA","HO",73564.8,12333461504
"1821",3011353,1001.54329,4,"WW","SS","MO",10148.23,40434300
"1822",3011366,1983.38095,4,"WW","M","MO",76693.7,18059400
"1823",3011417,577.27922,3,"WW","SS","MO",69100.83,19674000
"1824",3011441,2485.21861,1,"WD","M","LO",43800.55,2527200
"1825",3011473,2054.55844,2,"WD","M","LO",42338.86,3564900
"1826",3011476,801.83766,1,"WX","VA","LO",82715.3,812700
"1827",3011604,2197.64502,3,"WW","HS","MO",118931,7839900
"1828",3011646,302.13203,2,"WW","M","LO",77345.53,2308500
"1829",3011728,229.70563,7,"CW","VA","HO",73794.5,12332649472
"1830",3011765,2184.85281,2,"WW","SS","LO",75979.35,8976600
"1831",3011782,1358.52814,3,"WW","HS","MO",124842.6,30778200
"1832",3011822,3491.90909,6,"WW","VA","HO",81362.36,194777136
"1833",3011876,144.85281,4,"WD","SS","MO",42686.8,35331300
"1834",3011975,247.27922,7,"CW","VA","HO",75408.47,12322328576
"1835",3012015,1013.9697,4,"WW","HS","MO",76422.45,26373600
"1836",3012253,42.42641,1,"WW","VA","LO",76855.75,233100
"1837",3012434,776.98485,2,"WW","SS","LO",78774.87,4876200
"1838",3012472,367.27922,7,"CW","VA","HO",78365.16,12289603584
"1839",3012506,487.27922,4,"WW","HS","MO",79090.67,15313500
"1840",3012520,729.41125,4,"WW","VA","MO",96868.91,30108600
"1841",3012541,637.27922,5,"WW","SS","HO",79087.29,94349704
"1842",3012542,3872.13203,7,"CW","VA","HO",82322.14,12187143168
"1843",3012631,2084.55844,5,"WW","SS","HO",81171.85,92877304
"1844",3012700,210,6,"WW","SS","HO",65002.81,1112542848
"1845",3012839,637.27922,3,"WW","SS","MO",86917.13,12061800
"1846",3012895,2535.80736,1,"WW","HS","LO",84831.69,1565100
"1847",3012951,302.13203,3,"WW","HS","MO",81164.57,6199200
"1848",3013040,339.41125,5,"WW","SS","HO",82817.05,69769792
"1849",3013041,307.27922,1,"WW","Al","LO",82784.92,373500
"1850",3013117,386.98485,2,"WW","SS","LO",81642.65,3291300
"1851",3013160,1639.70563,7,"CW","VA","HO",83961.84,12183251968
"1852",3013320,1955.51299,2,"WW","VA","LO",86681.77,3033000
"1853",3013397,531.83766,1,"WW","HS","LO",95586.12,684000
"1854",3013438,584.55844,1,"WW","HS","LO",95638.84,432000
"1855",3013465,1890,7,"CW","VA","HO",85851.84,12179659776
"1856",3013483,264.85281,2,"WW","HS","LO",95054.27,1172700
"1857",3013615,1813.67532,5,"WW","SS","HO",62351.27,337872384
"1858",3013623,1334.55844,2,"WD","M","LO",95657.29,6044400
"1859",3013780,759.41125,5,"WD","M","HO",113594.2,98687728
"1860",3013838,699.41125,2,"WW","HS","LO",86840.96,1637100
"1861",3013847,496.69048,7,"CW","VA","HO",86638.24,12165526528
"1862",3013874,3036.7619,4,"WW","SS","MO",65388.03,82241120
"1863",3013888,1119.41125,5,"WW","SS","HO",63470.69,254756656
"1864",3013898,441.83766,5,"WD","M","HO",114525.4,92692808
"1865",3013903,1325.51299,7,"CW","VA","HO",87963.76,12163390464
"1866",3013947,1176.3961,3,"WW","HS","MO",87972.8,11289600
"1867",3013955,374.55844,3,"WW","HS","MO",88347.36,8867700
"1868",3014008,943.67532,6,"WD","M","HO",90493.54,407780832
"1869",3014054,689.11688,7,"CW","VA","HO",88652.88,12161933312
"1870",3014083,1561.24892,5,"WW","SS","HO",65031.93,251312352
"1871",3014123,192.42641,4,"WW","VA","MO",81830.22,20961110
"1872",3014125,649.70563,6,"WD","SS","HO",89302.59,601955776
"1873",3014126,1763.08658,2,"WW","VA","LO",86657.94,2403373.5
"1874",3014131,411.83766,7,"CW","VA","HO",89064.72,11559447552
"1875",3014132,247.27922,6,"WD","SS","HO",89549.87,599598592
"1876",3014144,2557.64502,1,"WW","VA","LO",87994.63,1272429.75
"1877",3014176,904.26407,3,"WW","VA","MO",84894.85,8493698
"1878",3014188,1716.3961,7,"CW","VA","HO",90865.97,11555531776
